farm_identifier,video_name,first_track_id,second_track_id
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,490,558
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,444,470
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,730,632
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,699,696
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,733,707
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,490,506
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,499,561
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,298,349
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,386,412
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,598,523
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,831,788
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,370,365
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,853,849
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,524,664
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,352,302
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,725,590
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,319,506
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,493,558
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1136,1207
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,672,664
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,598,649
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,665,707
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,459,365
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,468,351
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,763,788
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,379,470
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,499,575
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1136,945
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,161,156
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,666,619
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,829,778
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,398,322
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,848,849
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,725,627
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,486,470
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,429,470
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,360,302
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,757,707
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1101,945
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,586,649
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,729,590
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,517,575
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,586,596
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,486,470
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,664,705
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,853,788
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,798,849
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,808,849
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,486,431
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,763,781
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,398,302
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,555,561
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,839,778
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,728,590
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1111,945
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,788,707
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,553,533
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,909,734
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,407,470
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,816,788
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,143,165
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,831,788
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,605,533
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,909,823
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,175,165
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,615,575
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,486,470
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,599,696
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,903,698
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,647,575
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,615,575
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,139,168
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,816,849
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,639,664
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,612,664
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,721,707
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,808,849
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,441,482
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,920,934
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,747,753
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,629,431
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,491,533
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,400,430
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1088,1182
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,859,881
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,782,815
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,783,801
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,449,595
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,735,617
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,720,629
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,751,750
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,86,81
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,449,393
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,423,454
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,814,811
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-18_16_30_04,293,306
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,414,406
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1744,1697
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,750,747
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,511,519
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,683,672
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-18_16_30_04,324,326
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,636,505
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,289,358
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,377,361
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,526,467
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,750,747
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,732,703
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2023_01-06_15_00_09,350,362
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,617,472
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,779,670
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,696,745
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,825,806
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,89,84
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,669,742
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_07-30_06_30_07,452,425
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,910,901
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,850,862
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_08-20_07_00_07,323,267
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,637,665
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,910,859
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,590,551
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,597,514
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,429,444
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,353,405
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,759,752
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,444,308
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2023_01-06_15_00_09,374,314
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,759,750
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,700,740
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_08-20_07_00_07,329,267
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,747,759
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,162,138
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,881,910
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,359,354
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_08-20_07_00_07,320,243
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_07-30_06_30_07,425,452
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,752,753
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,488,512
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,542,645
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,751,747
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,529,668
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,622,505
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_08-20_07_00_07,267,320
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_30_10,242,246
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,853,881
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,636,568
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,619,505
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1142,1182
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,709,780
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,559,494
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,681,610
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,137,189
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,441,501
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,514,559
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,750,751
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_07-30_06_30_07,452,425
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,542,308
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,692,595
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,714,764
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1752,1744
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,307,484
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_30_10,249,248
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,630,543
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,797,691
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,622,571
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,476,502
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,153,191
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,692,583
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1738,1675
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1176,933
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,619,518
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,628,518
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,760,755
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,859,893
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,599,537
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,468,516
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,193,139
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,667,715
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,750,709
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,193,166
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,523,512
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,687,459
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,178,143
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_08-25_15_00_20,350,339
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,85,97
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,444,407
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,383,444
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,748,881
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,383,254
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,821,748
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,116,87
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,383,317
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,699,618
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,737,679
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,796,720
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,422,452
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,671,721
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,574,667
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_14_00_12,324,323
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,69,70
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,200,190
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,501,483
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,125,120
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,808,798
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,769,733
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,386,395
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,535,525
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,821,701
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,791,740
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,328,298
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,199,161
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,70,68
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,638,612
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,821,895
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-18_16_30_04,296,277
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,737,601
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,706,621
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,809,826
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,770,903
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,721,733
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,933,955
